Id,PID,MS SubClass,Lot Frontage,Lot Area,Alley,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,SalePrice,have_bsmt,have_fireplace,have_garage,have_pool,have_fence,msz_RL,msz_R_others,msz_others,msz_nan,st_Grvl,st_Pave,st_nan,ld_c_Lvl,ld_c_unLvl,ld_c_nan,lt_c_Corner,lt_c_Inside,lt_c_others,lt_c_nan,nbrhd_pc_50010,nbrhd_pc_50011,nbrhd_pc_50014,nbrhd_nan,cdn_1_Norm,cdn_1_feature,cdn_1_rail,cdn_1_street,cdn_1_nan,cdn_2_Norm,cdn_2_other,cdn_2_nan,bdg_t_Duplex,bdg_t_fam,bdg_t_twnhs,bdg_t_nan,hse_s_1story,hse_s_2story,hse_s_split,hse_s_nan,rf_s_Gable,rf_s_other,rf_s_nan,rf_m_CompShg,rf_m_other,rf_m_nan,ex_1_MetalSd,ex_1_VinylSd,ex_1_cement,ex_1_other,ex_1_wood,ex_1_nan,ex_2_MetalSd,ex_2_VinylSd,ex_2_cement,ex_2_other,ex_2_wood,ex_2_nan,mvt_None,mvt_Stone,mvt_brick,mvt_nan,fdn_CBlock,fdn_PConc,fdn_other,fdn_nan,htg_GasA,htg_other,htg_nan,grge_t_Attchd,grge_t_Detchd,grge_t_other,grge_t_nan,sle_t_Con,sle_t_Oth,sle_t_WD,sle_t_nan
1734,528221050,20,88.0,12216,0,3,4,3,6,5,2005,2005,0.0,3,3,4,3,3,6,918.0,1,0.0,408.0,1326.0,5,1,5,1326,0,0,1326,1.0,0.0,2,0,3,1,4,6,8,0,0,3,2.0,388.0,3,3,3,120,23,0,0,0,0,0,0,1,2000,6,2007,203000,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2327,527182020,120,30.0,3701,0,3,4,3,8,5,1987,1987,0.0,3,3,4,3,1,1,0.0,1,0.0,1191.0,1191.0,3,1,5,1204,0,0,1204,0.0,0.0,2,0,2,1,3,5,8,0,0,2,2.0,461.0,3,3,3,120,70,0,0,0,0,0,0,0,0,8,2006,130000,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1282,535476370,60,80.0,9760,0,4,4,2,6,6,1964,1964,360.0,3,3,3,3,4,6,674.0,2,106.0,0.0,780.0,3,1,5,798,813,0,1611,1.0,0.0,1,1,4,1,3,7,8,0,0,2,2.0,442.0,3,3,3,328,128,0,0,189,0,0,0,0,0,6,2008,167900,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2688,903425340,190,60.0,9873,0,4,4,3,4,5,1970,1970,160.0,3,3,3,3,3,5,789.0,1,0.0,171.0,960.0,3,0,5,960,0,0,960,1.0,0.0,1,0,3,1,3,6,8,0,0,1,2.0,576.0,3,3,3,0,288,0,0,0,0,0,0,0,0,5,2006,129000,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2581,535180070,20,72.0,10011,0,3,4,3,5,6,1957,1996,64.0,3,3,3,3,1,4,360.0,1,0.0,710.0,1070.0,3,1,5,1236,0,0,1236,0.0,1.0,1,0,2,1,4,6,7,1,2,1,1.0,447.0,3,3,3,0,0,0,0,0,0,0,3,0,0,5,2006,134450,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2067,905226050,30,,25339,0,4,4,3,5,7,1918,2007,0.0,3,4,3,3,1,1,0.0,1,0.0,816.0,816.0,5,1,5,1416,0,0,1416,0.0,0.0,2,0,3,1,4,7,8,0,0,1,2.0,576.0,3,3,1,0,0,112,0,0,0,0,0,0,0,8,2007,112000,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2115,906403060,60,,8883,0,3,4,3,7,5,1988,1988,360.0,4,3,4,3,1,6,608.0,2,321.0,0.0,929.0,5,1,5,946,927,0,1873,1.0,0.0,2,1,3,1,4,7,8,1,3,2,2.0,619.0,3,3,3,108,48,0,0,144,0,0,4,0,0,5,2007,207000,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
754,903430070,90,50.0,3000,1,4,4,3,5,1,1922,1950,0.0,3,3,3,2,1,1,0.0,1,0.0,1040.0,1040.0,3,0,5,1088,1040,0,2128,0.0,0.0,2,0,4,2,3,11,2,0,0,0,0.0,0.0,0,0,3,0,56,0,0,0,0,0,0,0,0,9,2009,62500,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1079,528188150,160,36.0,2448,0,4,4,3,7,5,2003,2004,106.0,4,3,4,3,1,6,573.0,1,0.0,191.0,764.0,5,1,5,764,862,0,1626,1.0,0.0,2,1,2,1,4,6,8,0,0,2,2.0,474.0,3,3,3,0,27,0,0,0,0,0,0,0,0,10,2008,154000,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2615,535404080,20,73.0,7100,0,3,4,3,5,7,1957,1957,0.0,3,3,3,3,1,6,708.0,1,0.0,108.0,816.0,3,1,4,816,0,0,816,1.0,0.0,1,0,2,1,3,5,8,0,0,1,1.0,308.0,3,3,3,0,0,0,0,0,0,0,0,0,0,7,2006,129900,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
329,923225440,160,36.0,2592,0,4,4,3,5,3,1976,1976,0.0,3,3,4,3,1,3,129.0,4,232.0,175.0,536.0,3,1,5,536,576,0,1112,0.0,0.0,1,1,3,1,3,4,8,0,0,1,1.0,336.0,3,3,3,182,0,0,0,0,0,0,0,0,0,4,2010,85000,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1320,902401010,50,,5700,0,4,4,3,7,7,1926,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,572.0,572.0,3,1,5,572,539,0,1111,0.0,0.0,1,0,2,1,3,5,8,1,4,1,1.0,288.0,3,3,3,0,0,176,0,0,0,0,0,0,0,8,2008,116900,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
416,527455060,160,24.0,2289,0,4,4,3,6,6,1978,1978,0.0,3,3,3,3,1,5,311.0,1,0.0,544.0,855.0,3,1,5,855,586,0,1441,0.0,0.0,2,1,3,1,3,7,8,1,3,1,2.0,440.0,3,3,3,28,0,0,0,0,0,0,0,0,0,4,2009,148500,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
284,908226130,190,60.0,12180,0,4,4,3,4,4,1941,1950,0.0,3,2,4,3,1,4,348.0,1,0.0,324.0,672.0,2,0,4,672,252,0,924,1.0,0.0,1,0,2,1,2,5,8,0,0,1,1.0,280.0,3,3,3,0,0,0,0,0,0,0,3,0,0,7,2010,80000,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1385,905108170,85,,7400,0,3,4,3,5,5,1984,1984,0.0,3,3,4,3,3,2,104.0,5,956.0,0.0,1060.0,3,1,5,1126,0,0,1126,1.0,0.0,1,0,2,1,3,5,8,0,0,1,2.0,506.0,3,3,3,178,0,0,0,0,0,0,0,0,0,3,2008,152000,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
275,908102110,20,68.0,8842,0,4,4,3,5,6,1954,1954,0.0,3,4,2,3,1,1,0.0,1,0.0,381.0,381.0,5,1,5,992,0,0,992,0.0,0.0,1,0,3,1,3,6,8,0,0,1,1.0,319.0,3,3,3,60,0,56,0,0,0,0,3,0,0,1,2010,155891,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2024,903401070,50,60.0,8850,1,4,4,3,6,7,1920,1950,0.0,3,4,3,3,1,1,0.0,1,0.0,768.0,768.0,5,1,5,752,624,0,1376,0.0,0.0,1,0,3,1,4,7,8,0,0,1,2.0,576.0,3,3,2,0,54,144,0,0,0,0,0,0,0,2,2007,165000,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
68,528456160,20,92.0,9215,0,4,4,3,7,5,2009,2010,0.0,4,3,4,3,1,1,0.0,1,0.0,1218.0,1218.0,5,1,5,1218,0,0,1218,0.0,0.0,2,0,2,1,4,4,8,0,0,2,2.0,676.0,3,3,3,0,136,0,0,0,0,0,0,0,0,4,2010,204500,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1910,534479140,70,79.0,9480,0,4,4,3,5,7,1942,1995,224.0,3,3,3,3,1,2,386.0,1,0.0,342.0,728.0,5,1,5,888,756,0,1644,0.0,0.0,1,1,3,1,4,7,8,2,4,1,1.0,312.0,3,3,3,168,0,0,0,0,0,0,0,0,0,6,2007,146500,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
381,527356040,20,82.0,11880,0,3,4,3,7,5,1978,1978,206.0,3,3,4,3,1,5,704.0,1,0.0,567.0,1271.0,3,1,5,1601,0,0,1601,0.0,0.0,2,0,3,1,3,7,8,1,3,2,2.0,478.0,3,3,3,0,0,0,0,0,0,0,0,0,0,4,2009,157000,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1323,902405070,70,60.0,10800,0,4,4,3,7,7,1890,1999,0.0,3,3,3,3,2,1,0.0,1,0.0,1313.0,1313.0,4,1,5,1313,1182,0,2495,0.0,0.0,2,0,5,1,3,10,8,1,4,1,2.0,342.0,3,2,3,0,299,0,0,0,0,0,0,0,0,12,2008,184000,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2432,528235050,60,,7861,0,3,4,3,6,5,2002,2003,0.0,4,3,4,3,1,6,457.0,1,0.0,326.0,783.0,5,1,5,807,702,0,1509,1.0,0.0,2,1,3,1,4,7,8,1,4,3,2.0,393.0,3,3,3,100,75,0,0,0,0,0,0,0,0,6,2006,183200,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
777,905200220,20,,11616,0,4,4,3,5,5,1962,1962,116.0,3,3,3,3,1,2,170.0,4,670.0,252.0,1092.0,3,1,5,1092,0,0,1092,0.0,1.0,1,0,3,1,3,6,8,1,1,1,1.0,288.0,3,3,3,0,20,144,0,0,0,0,0,0,0,9,2009,139000,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1107,528365060,60,96.0,10542,0,4,4,3,7,5,1993,1994,651.0,4,3,4,3,4,6,1173.0,1,0.0,138.0,1311.0,5,1,5,1325,1093,0,2418,1.0,0.0,2,1,3,1,4,9,8,1,3,2,3.0,983.0,3,3,3,250,154,216,0,0,0,0,0,0,0,8,2008,341000,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
30,527451180,160,21.0,1680,0,4,4,3,6,5,1971,1971,504.0,3,3,3,3,1,3,156.0,1,0.0,327.0,483.0,3,1,5,483,504,0,987,0.0,0.0,1,1,2,1,3,5,8,0,0,1,1.0,264.0,3,3,3,275,0,0,0,0,0,0,0,0,0,2,2010,96000,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
282,908208020,20,80.0,8546,0,4,4,3,4,5,2003,2004,0.0,3,3,4,3,1,1,0.0,1,0.0,1121.0,1121.0,5,1,5,1121,0,0,1121,0.0,0.0,2,0,2,1,3,5,8,0,0,2,2.0,440.0,3,3,3,132,64,0,0,0,0,0,0,0,0,3,2010,140000,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
188,902402010,20,90.0,7407,0,4,4,3,6,7,1957,1996,0.0,3,3,3,3,1,6,600.0,1,0.0,312.0,912.0,3,1,4,1236,0,0,1236,1.0,0.0,1,0,2,1,3,6,8,0,0,1,2.0,923.0,3,3,3,0,158,158,0,0,0,0,3,0,0,4,2010,149700,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2356,527376090,20,78.0,10140,0,4,4,3,5,6,1975,1975,0.0,3,3,4,3,1,5,788.0,1,0.0,268.0,1056.0,5,1,5,1074,0,0,1074,1.0,0.0,1,1,3,1,3,6,8,0,0,2,2.0,495.0,3,3,3,0,88,0,0,0,0,0,3,0,0,7,2006,153500,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1464,907262030,60,65.0,8158,0,4,4,3,7,5,2003,2003,252.0,4,3,4,3,1,6,550.0,1,0.0,334.0,884.0,5,1,5,884,884,0,1768,1.0,0.0,2,1,3,1,4,8,8,0,0,2,2.0,543.0,3,3,3,0,63,0,0,0,0,0,0,0,0,7,2008,224900,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2469,528488120,20,62.0,7500,1,4,4,3,7,5,2005,2005,0.0,4,3,4,3,1,1,0.0,1,0.0,1257.0,1257.0,5,1,5,1266,0,0,1266,0.0,0.0,2,0,3,1,4,6,8,1,3,1,2.0,453.0,3,3,3,38,144,0,0,0,0,0,0,0,0,4,2006,176000,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1834,533130170,50,85.0,10678,0,4,4,3,8,5,1992,2000,337.0,4,3,4,3,1,6,700.0,1,0.0,983.0,1683.0,5,1,5,2129,743,0,2872,0.0,0.0,2,1,4,1,4,9,8,1,3,3,2.0,541.0,3,3,3,0,33,0,0,0,0,0,0,0,0,4,2007,285000,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1779,528429110,20,49.0,15256,0,3,4,3,8,5,2007,2007,84.0,4,3,4,3,4,6,929.0,1,0.0,556.0,1485.0,5,1,5,1464,0,0,1464,1.0,0.0,2,0,3,1,4,6,8,0,0,1,3.0,754.0,3,3,3,168,160,0,0,0,0,0,0,0,0,8,2007,282922,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2569,535125060,60,88.0,14200,0,4,4,3,7,6,1966,1966,309.0,3,3,3,3,1,3,445.0,1,0.0,479.0,924.0,5,1,5,1216,941,0,2157,0.0,0.0,2,1,4,1,4,8,8,2,4,3,2.0,487.0,3,3,3,105,66,0,0,0,0,0,4,0,0,5,2006,226000,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2334,527212040,60,82.0,12438,0,3,4,3,8,5,2006,2006,466.0,5,3,5,4,1,1,0.0,1,0.0,1234.0,1234.0,5,1,5,1264,1312,0,2576,0.0,0.0,2,1,4,1,5,10,8,1,4,3,3.0,666.0,3,3,3,324,100,0,0,0,0,0,0,0,0,7,2006,361919,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2330,527210030,60,59.0,16023,0,3,4,3,9,5,2005,2006,600.0,4,5,5,3,4,6,1218.0,1,0.0,180.0,1398.0,5,1,5,1414,1384,0,2798,1.0,0.0,3,1,3,1,5,11,8,1,4,3,3.0,670.0,3,3,3,182,37,0,0,0,0,0,0,0,0,3,2006,457347,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2119,906475170,20,155.0,20064,0,3,4,1,8,6,1976,1976,0.0,4,3,4,4,4,2,51.0,6,915.0,0.0,966.0,5,1,5,1743,0,0,1743,2.0,0.0,0,1,0,1,4,5,8,2,2,3,2.0,529.0,3,3,3,646,0,0,0,0,0,0,0,0,0,5,2007,279000,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
988,924100040,20,,9819,0,3,4,2,6,5,1977,1977,0.0,3,3,3,3,4,5,1567.0,1,0.0,0.0,1567.0,3,1,5,1567,0,0,1567,1.0,0.0,2,0,2,1,4,5,8,2,3,2,2.0,714.0,3,3,3,264,32,0,0,0,0,0,0,0,0,5,2009,196000,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
382,527359050,20,80.0,10400,0,4,4,3,7,5,1976,1976,189.0,3,3,4,3,1,1,0.0,1,0.0,1090.0,1090.0,3,1,5,1370,0,0,1370,0.0,0.0,2,0,3,1,3,6,8,1,3,2,2.0,479.0,3,3,3,0,0,0,0,0,0,0,3,0,0,6,2009,152000,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
670,535402330,90,91.0,11643,0,4,4,3,5,5,1969,1969,368.0,3,3,3,3,1,2,500.0,1,0.0,748.0,1248.0,3,1,5,1338,1296,0,2634,1.0,1.0,2,2,6,2,3,12,8,0,0,1,4.0,968.0,3,3,3,0,0,0,0,0,0,0,0,0,0,8,2009,200000,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2760,906392120,20,78.0,11645,0,4,4,3,8,5,2005,2006,198.0,4,3,5,3,4,6,1122.0,1,0.0,448.0,1570.0,5,1,5,1590,0,0,1590,1.0,0.0,2,1,2,1,5,6,8,0,0,3,3.0,754.0,3,3,3,176,80,0,0,0,0,0,0,0,0,8,2006,294900,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
543,531376090,20,61.0,7328,0,4,4,3,7,5,2008,2009,140.0,4,3,4,3,1,1,0.0,1,0.0,1450.0,1450.0,5,1,5,1450,0,0,1450,0.0,0.0,2,0,2,1,4,6,8,0,0,2,3.0,788.0,3,3,3,0,93,0,0,0,0,0,0,0,0,2,2009,224243,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2835,908227010,50,72.0,7822,0,4,4,3,6,3,1915,1950,0.0,3,2,2,2,1,1,0.0,1,0.0,832.0,832.0,3,1,3,846,492,0,1338,0.0,0.0,2,0,3,1,3,7,8,0,0,1,2.0,528.0,3,3,1,0,0,208,0,0,0,0,4,0,0,5,2006,92000,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
